127.0.0.1 - - [02/Nov/2020:20:45:46 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:47 +0700] "GET /test1/hahaha.jsp HTTP/1.1" 200 28200
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:47 +0700] "GET /test1/js/script.js HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:47 +0700] "GET /test1/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 56517
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:47 +0700] "GET /test1/css/home3.css HTTP/1.1" 200 10394
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:47 +0700] "GET /test1/css/minhkhai_style.css HTTP/1.1" 200 5594
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:47 +0700] "GET /test1/css/home1.css HTTP/1.1" 200 2982
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:48 +0700] "GET /test1/vendor/fontawesome-free/webfonts/fa-brands-400.woff2 HTTP/1.1" 200 74524
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:48 +0700] "GET /test1/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 75408
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:45:48 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:46:20 +0700] "GET /test1/viewcart.jsp HTTP/1.1" 200 3988
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:51:44 +0700] "GET /test1/viewmycart.jsp HTTP/1.1" 200 8729
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:53:09 +0700] "GET /test1/viewmycart.jsp HTTP/1.1" 200 11493
0:0:0:0:0:0:0:1 - - [02/Nov/2020:20:53:47 +0700] "GET /test1/viewmycart.jsp HTTP/1.1" 200 11500
